,SID,PID,LotFrontage,LotArea,LotConfig,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodel,Exterior1,BsmtFinSF1,BsmtFinSF2,CentralAir,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSsnPorch,ScreenPorch,PoolArea,MoSold,YrSold,SaleCondition,SalePrice,TotalSqftCalc,TotalBathCalc,CornerLotInd,FireplaceInd1,FireplaceInd2,FireplaceAdder1,FireplaceAdder2,CentralAirInd,BrickInd,VinylSidingInd,PoolInd,WoodDeckInd,PorchInd,QualityIndex,I2006,I2007,I2008,I2009,I2010,u,train
272,594,534200030,62,7130,Inside,NAmes,1Story,5,6,1967,1967,HdBoard,648,0,Y,864,0,1,1,0,2,5,0,1,312,0,0,0,0,0,0,6,2009,Normal,130000,1512,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,30,0.0,0.0,0.0,1.0,0.0,0.9239555858075619,0.0
273,595,534202170,80,9600,Inside,NAmes,1Story,5,5,1967,1967,HdBoard,0,0,Y,1568,0,0,1,1,3,7,0,2,440,160,40,0,0,0,0,3,2009,Normal,143000,1568,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,25,0.0,0.0,0.0,1.0,0.0,0.07221510307863355,1.0
274,596,534226120,70,9100,Inside,NAmes,1Story,5,6,1965,1965,VinylSd,338,466,Y,925,0,1,1,0,2,5,0,1,429,0,0,0,0,0,0,7,2009,Normal,117500,1729,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,30,0.0,0.0,0.0,1.0,0.0,0.7728085280396044,0.0
275,600,534275060,60,7436,Inside,NAmes,1Story,4,7,1960,1960,VinylSd,734,0,Y,894,1,0,1,0,2,5,1,2,396,0,0,0,360,0,0,8,2009,Normal,141500,1628,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,28,0.0,0.0,0.0,1.0,0.0,0.8197461813688278,0.0
276,601,534275100,65,8125,Inside,NAmes,1Story,5,7,1959,1959,MetalSd,403,0,Y,864,0,0,1,0,3,5,0,1,308,0,0,0,0,0,0,9,2009,Normal,118000,1267,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,35,0.0,0.0,0.0,1.0,0.0,0.36969250603578985,1.0
277,602,534276040,70,9100,Inside,NAmes,1Story,6,6,1959,1959,Wd Sdng,612,0,Y,864,0,0,1,0,2,5,0,1,300,0,0,0,0,0,0,10,2009,Normal,127500,1476,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,36,0.0,0.0,0.0,1.0,0.0,0.3578491953667253,1.0
278,606,534400050,100,10004,Inside,NAmes,1Story,6,6,1964,1964,HdBoard,196,345,Y,1516,0,0,1,1,3,6,0,2,472,0,0,0,0,152,0,2,2009,Normal,167000,2057,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,36,0.0,0.0,0.0,1.0,0.0,0.22602720418944955,1.0
279,607,534400290,85,9350,Inside,NAmes,1Story,5,6,1961,1995,Wd Sdng,310,512,Y,1313,1,0,1,1,3,6,1,2,610,172,28,0,0,121,0,2,2009,Normal,153000,2135,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,30,0.0,0.0,0.0,1.0,0.0,0.7056533647701144,0.0
280,612,534426110,80,9600,Corner,NAmes,1Story,5,6,1959,1959,MetalSd,991,0,Y,1041,1,0,1,0,3,6,0,1,270,224,88,0,0,0,0,7,2009,Normal,124500,2032,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,30,0.0,0.0,0.0,1.0,0.0,0.8931736946105957,0.0
281,613,534429150,85,11475,Corner,NAmes,SLvl,6,6,1961,1961,HdBoard,568,0,Y,1576,1,0,1,0,4,7,1,2,368,85,0,0,0,0,0,9,2009,Normal,174500,2144,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,36,0.0,0.0,0.0,1.0,0.0,0.3231602688319981,1.0
282,614,534431130,68,9768,Inside,NAmes,1Story,5,5,1955,1955,Wd Sdng,100,247,Y,960,1,0,1,0,2,5,0,1,330,0,70,0,0,0,0,2,2009,Normal,122000,1307,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,25,0.0,0.0,0.0,1.0,0.0,0.0984857096336782,1.0
283,617,534475185,128,12160,Inside,NAmes,1Story,6,4,1953,1953,Wd Sdng,1024,0,Y,1505,1,0,1,0,2,6,1,2,505,0,0,0,162,0,0,2,2009,Normal,149500,2529,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,24,0.0,0.0,0.0,1.0,0.0,0.7833460543770343,0.0
284,618,534475250,90,9900,Inside,NAmes,1Story,6,5,1967,1967,BrkComm,1173,0,Y,1691,1,0,1,0,2,5,0,2,550,0,67,260,0,0,0,4,2009,Normal,175000,2864,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,30,0.0,0.0,0.0,1.0,0.0,0.971370430663228,0.0
285,619,534476150,80,9600,Inside,NAmes,1Story,6,5,1953,1953,HdBoard,1285,0,Y,1644,1,0,1,0,3,7,2,2,418,110,0,0,0,0,0,10,2009,Normal,167000,2929,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,30,0.0,0.0,0.0,1.0,0.0,0.9687958210706711,0.0
286,620,534476320,80,9600,Inside,NAmes,1Story,5,6,1956,1956,MetalSd,504,0,Y,1050,0,0,1,0,2,5,0,1,338,0,0,0,0,0,0,6,2009,Normal,128900,1554,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,30,0.0,0.0,0.0,1.0,0.0,0.9367240006104112,0.0
287,621,534477110,80,9600,Inside,NAmes,1.5Fin,6,8,1950,2005,VinylSd,120,0,Y,1668,0,0,1,1,3,6,0,1,271,0,0,0,0,0,0,9,2009,Normal,140000,1788,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,48,0.0,0.0,0.0,1.0,0.0,0.8327384260483086,0.0
288,622,534478230,80,9600,Inside,NAmes,1Story,5,7,1950,2007,MetalSd,607,0,Y,1113,0,0,1,0,3,5,1,1,264,0,80,120,0,0,0,7,2009,Normal,147000,1720,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,35,0.0,0.0,0.0,1.0,0.0,0.8767007023561746,0.0
289,624,535104120,92,10573,Corner,NAmes,1Story,6,6,1961,1961,MetalSd,1312,0,Y,1453,1,0,2,0,3,6,1,2,530,0,49,0,0,288,0,4,2009,Normal,187500,2765,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,36,0.0,0.0,0.0,1.0,0.0,0.5298970381263644,1.0
290,626,535125070,80,14695,Inside,NAmes,1Story,6,8,1966,2008,MetalSd,1387,0,Y,1567,1,0,2,0,2,5,2,2,542,0,110,0,0,342,0,7,2009,Normal,256000,2954,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,48,0.0,0.0,0.0,1.0,0.0,0.21608217130415142,1.0
291,627,535125090,85,13600,Inside,NAmes,2Story,7,6,1965,1990,HdBoard,454,0,Y,1986,0,0,2,1,3,7,3,2,486,0,42,0,0,189,0,10,2009,Normal,205000,2440,2.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,42,0.0,0.0,0.0,1.0,0.0,0.8572745365090668,0.0
292,628,535126010,100,13000,Corner,NAmes,2Story,6,6,1968,1968,VinylSd,448,0,Y,2142,0,0,2,1,4,8,1,1,509,0,72,0,0,252,0,6,2009,Normal,193500,2590,2.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,36,0.0,0.0,0.0,1.0,0.0,0.662003371398896,1.0
293,629,535126100,120,13560,Corner,NAmes,1Story,6,3,1968,1968,Wd Sdng,0,0,Y,1392,1,0,1,0,2,5,2,2,576,0,0,240,0,0,0,7,2009,Normal,110000,1392,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,18,0.0,0.0,0.0,1.0,0.0,0.06330551183782518,1.0
294,631,535151040,73,8760,Inside,NAmes,1Story,5,7,1956,1956,Wd Sdng,856,0,Y,1144,1,0,1,0,3,6,0,1,286,257,0,0,0,0,0,6,2009,Normal,150000,2000,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,35,0.0,0.0,0.0,1.0,0.0,0.573281423188746,1.0
295,632,535152230,70,8400,Inside,NAmes,1Story,6,3,1957,1957,BrkFace,189,661,Y,1478,1,0,1,1,3,6,2,2,442,114,0,0,0,216,0,6,2009,Normal,156500,2328,2.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,18,0.0,0.0,0.0,1.0,0.0,0.14718749676831067,1.0
296,634,535154130,66,9240,Inside,NAmes,1Story,6,8,1959,1998,MetalSd,708,0,Y,988,1,0,2,0,3,6,0,1,297,156,0,0,0,0,0,6,2009,Normal,149500,1696,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,48,0.0,0.0,0.0,1.0,0.0,0.08607643330469728,1.0
297,635,535175030,80,9600,Inside,NAmes,1Story,6,6,1958,1988,Wd Sdng,620,620,Y,1632,1,0,2,0,3,6,1,1,338,289,0,0,0,0,0,4,2009,Normal,139000,2872,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,36,0.0,0.0,0.0,1.0,0.0,0.6212019708473235,1.0
298,636,535175050,66,12400,Inside,NAmes,1Story,6,7,1958,1998,Wd Sdng,585,0,Y,1215,0,0,1,0,3,6,0,1,297,0,0,0,0,234,0,6,2009,Normal,155000,1800,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,42,0.0,0.0,0.0,1.0,0.0,0.624101452762261,1.0
299,638,535178120,70,8750,Inside,NAmes,1Story,5,5,1955,1955,AsbShng,172,483,Y,1382,0,1,1,0,3,6,0,1,350,280,0,0,0,0,0,7,2009,Normal,153000,2037,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,25,0.0,0.0,0.0,1.0,0.0,0.38519701710902154,1.0
300,640,535300120,120,19296,Corner,NAmes,SLvl,6,5,1962,1962,Wd Sdng,672,690,Y,1382,1,0,1,0,3,6,1,2,884,0,0,252,0,0,0,5,2009,Normal,176000,2744,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,30,0.0,0.0,0.0,1.0,0.0,0.7245929518248886,0.0
301,641,535301170,74,8532,Inside,NAmes,1Story,5,6,1954,1990,Wd Sdng,1213,0,Y,1297,0,1,1,0,3,5,1,2,498,0,0,0,0,0,0,10,2009,Normal,153000,2510,1.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,30,0.0,0.0,0.0,1.0,0.0,0.9399557560682297,0.0
302,643,535303110,53,8128,CulDSac,NAmes,1Story,6,7,1954,1954,MetalSd,490,0,Y,1062,1,0,1,0,3,6,0,1,297,0,0,0,0,0,0,2,2009,Normal,131000,1552,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,42,0.0,0.0,0.0,1.0,0.0,0.7441966207697988,0.0
303,644,535303150,79,10634,Inside,NAmes,1Story,5,6,1953,1953,MetalSd,428,180,Y,1319,1,0,1,0,3,5,0,1,270,66,0,0,0,0,0,11,2009,Normal,123000,1927,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,30,0.0,0.0,0.0,1.0,0.0,0.8360020397230983,0.0
304,645,535304100,67,13070,Corner,NAmes,1Story,5,5,1951,1951,MetalSd,308,0,Y,1112,0,0,1,0,2,5,0,2,480,0,0,0,0,255,0,10,2009,Normal,126000,1420,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,25,0.0,0.0,0.0,1.0,0.0,0.2253111854661256,1.0
305,646,535325290,60,10434,Inside,NAmes,1Story,4,5,1955,1955,Plywood,0,0,Y,1005,0,0,1,0,2,5,1,2,672,0,0,0,0,0,0,11,2009,Normal,115000,1005,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,1.0,0.0,0.33431180380284786,1.0
306,647,535351050,75,14559,Inside,NAmes,1Story,5,7,1951,2000,Wd Sdng,650,180,Y,1363,1,0,1,0,2,6,2,1,288,324,42,0,0,168,0,6,2009,Normal,164900,2193,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,35,0.0,0.0,0.0,1.0,0.0,0.5800331486389041,1.0
307,649,535353040,60,7626,Inside,NAmes,1Story,5,8,1952,2005,Wd Sdng,931,0,Y,1031,1,0,1,0,2,5,0,1,230,0,0,0,0,0,0,3,2009,Normal,145500,1962,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,40,0.0,0.0,0.0,1.0,0.0,0.17139023635536432,1.0
308,653,535354070,60,9600,Inside,NAmes,1Story,5,6,1950,1950,Wd Sdng,390,0,Y,1200,0,0,1,0,3,6,0,1,246,126,0,0,0,0,0,8,2009,Normal,129900,1590,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,30,0.0,0.0,0.0,1.0,0.0,0.5301676669623703,1.0
309,668,535402090,83,10143,Inside,NAmes,1Story,6,7,1963,1963,HdBoard,384,0,Y,1380,0,0,1,1,3,6,0,1,364,0,0,0,0,216,0,6,2009,Normal,154000,1764,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,42,0.0,0.0,0.0,1.0,0.0,0.31295800721272826,1.0
310,669,535402270,77,11500,Inside,NAmes,1Story,6,4,1967,1967,HdBoard,872,60,Y,1040,1,0,1,0,3,6,1,2,480,0,0,156,0,0,0,5,2009,Normal,163000,1972,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,24,0.0,0.0,0.0,1.0,0.0,0.9228406334295869,0.0
311,671,535403190,62,8010,Inside,NAmes,1Story,6,9,1958,2007,Wd Sdng,745,0,Y,951,1,0,1,0,2,6,0,2,480,0,0,42,0,0,0,9,2009,Normal,143500,1696,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,54,0.0,0.0,0.0,1.0,0.0,0.7127191764302552,0.0
312,672,535403210,90,10454,Corner,NAmes,1Story,6,6,1957,1957,Plywood,546,0,Y,1105,0,0,1,0,3,5,0,1,308,0,0,0,0,0,0,4,2009,Normal,135000,1651,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,36,0.0,0.0,0.0,1.0,0.0,0.4402700737118721,1.0
313,673,535403280,64,8712,Inside,NAmes,1Story,5,7,1957,2000,MetalSd,860,0,Y,1306,1,0,1,0,2,5,0,1,756,0,0,0,0,0,0,5,2009,Normal,153000,2166,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,35,0.0,0.0,0.0,1.0,0.0,0.5241202262695879,1.0
314,675,535426150,80,9000,Inside,NAmes,1Story,6,6,1958,1958,Wd Sdng,0,0,Y,1142,0,0,1,0,2,5,1,1,384,0,28,64,0,0,0,4,2009,Normal,113500,1142,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,36,0.0,0.0,0.0,1.0,0.0,0.9417580817826092,0.0
315,680,535451250,60,7200,Inside,NAmes,1.5Fin,5,4,1950,1982,VinylSd,180,352,Y,1904,1,0,1,1,3,7,0,1,240,0,0,168,0,0,0,5,2009,Normal,138000,2436,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,20,0.0,0.0,0.0,1.0,0.0,0.39271485316567123,1.0
316,681,535452090,71,7350,Inside,NAmes,1Story,5,6,1958,1958,BrkFace,0,0,Y,1041,0,0,1,0,3,6,0,1,294,0,0,0,0,0,0,3,2009,Normal,128000,1041,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,30,0.0,0.0,0.0,1.0,0.0,0.9807660526130348,0.0
317,684,535453100,80,8000,Inside,NAmes,SLvl,5,5,1959,1959,BrkFace,433,95,Y,1183,1,0,1,0,3,6,0,1,288,0,0,0,0,0,0,7,2009,Normal,138000,1711,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,25,0.0,0.0,0.0,1.0,0.0,0.41258556954562664,1.0
318,685,535453200,70,7931,Inside,NAmes,1Story,5,5,1959,1959,BrkFace,1148,0,Y,1148,1,0,1,0,3,6,0,1,672,0,0,0,0,0,0,7,2009,Normal,132500,2296,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,25,0.0,0.0,0.0,1.0,0.0,0.28503881115466356,1.0
319,688,535475010,76,7570,Corner,NAmes,2Story,6,5,1964,1964,HdBoard,0,0,Y,1806,0,0,1,1,4,8,0,2,483,0,55,0,0,0,0,3,2009,Normal,144750,1806,1.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,30,0.0,0.0,0.0,1.0,0.0,0.9565910259261727,0.0
320,690,535476240,80,7936,Inside,NAmes,1Story,6,6,1963,1963,HdBoard,826,0,Y,1045,1,0,1,0,3,6,1,1,264,0,0,0,0,0,0,4,2009,Normal,127000,1871,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,36,0.0,0.0,0.0,1.0,0.0,0.2747469760943204,1.0
321,691,535477150,60,6600,Inside,NAmes,1Story,5,5,1962,1962,MetalSd,0,0,N,894,0,0,1,0,2,5,0,1,308,0,0,0,0,0,0,8,2009,Normal,109500,894,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,0.0,0.0,0.0,1.0,0.0,0.44687359943054616,1.0
322,706,902201110,50,6000,Inside,OldTown,1.5Fin,5,7,1950,1970,Wd Sdng,384,0,Y,1328,0,0,1,1,3,6,0,1,308,0,12,0,0,0,0,3,2009,Normal,129500,1712,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,35,0.0,0.0,0.0,1.0,0.0,0.6533311107195914,1.0
323,769,905101260,70,12886,Inside,Sawyer,SLvl,5,6,1963,1999,HdBoard,444,0,Y,1464,0,1,2,0,3,6,1,2,480,302,0,0,0,100,0,10,2009,Normal,175000,1908,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,30,0.0,0.0,0.0,1.0,0.0,0.5191522659733891,1.0
324,770,905101490,80,8816,Corner,Sawyer,1Story,5,6,1963,1963,VinylSd,651,0,Y,1121,1,0,1,0,3,5,0,2,480,0,80,0,0,0,0,6,2009,Normal,139000,1772,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,30,0.0,0.0,0.0,1.0,0.0,0.9382488231640309,0.0
325,771,905103040,70,11184,Inside,Sawyer,2Story,6,5,1978,1978,HdBoard,226,500,Y,1683,0,0,2,1,3,7,1,2,440,243,0,0,0,0,0,7,2009,Normal,172500,2409,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,30,0.0,0.0,0.0,1.0,0.0,0.8926778354216367,0.0
326,773,905105190,65,7800,Inside,Sawyer,1Story,5,7,1967,2004,HdBoard,450,0,Y,899,0,0,1,0,3,5,0,1,288,64,0,0,0,0,0,6,2009,Normal,130000,1349,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,35,0.0,0.0,0.0,1.0,0.0,0.5555418715812266,1.0
327,776,905108220,74,8740,Inside,Sawyer,SFoyer,5,6,1982,1982,HdBoard,672,0,Y,860,1,0,1,0,2,4,0,2,528,0,0,0,0,0,0,7,2009,Normal,137000,1532,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,30,0.0,0.0,0.0,1.0,0.0,0.35723866894841194,1.0
328,778,905200260,88,15400,Inside,Sawyer,SLvl,5,5,1961,1961,HdBoard,0,0,Y,1774,0,0,2,0,4,8,1,1,384,290,40,0,0,0,0,7,2009,Normal,165000,1774,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,25,0.0,0.0,0.0,1.0,0.0,0.1483131404966116,1.0
329,779,905200350,88,15312,Inside,Sawyer,SLvl,6,5,1960,1960,Wd Sdng,588,0,Y,1138,0,1,1,0,3,6,1,2,480,0,0,0,0,140,0,3,2009,Normal,148000,1726,1.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,30,0.0,0.0,0.0,1.0,0.0,0.9078875784762204,0.0
330,789,905450020,73,9855,Corner,Edwards,1Story,6,5,1956,1956,Wd Sdng,0,0,Y,1689,0,0,1,0,3,7,1,2,480,0,0,0,0,0,0,11,2009,Normal,127500,1689,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,30,0.0,0.0,0.0,1.0,0.0,0.4202570812776685,1.0
331,790,905451300,68,9571,Inside,Edwards,1Story,5,5,1956,1956,MetalSd,257,0,Y,1073,1,0,1,0,2,5,0,1,340,0,0,0,0,0,0,2,2009,Normal,121500,1330,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,25,0.0,0.0,0.0,1.0,0.0,0.9114310501608998,0.0
332,794,905475160,62,7440,Inside,Edwards,1Story,5,6,1954,1954,Wd Sdng,173,0,Y,1089,1,0,1,0,3,5,1,1,252,328,0,0,0,0,0,9,2009,Normal,125000,1262,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,30,0.0,0.0,0.0,1.0,0.0,0.0012475114781409502,1.0
333,800,906201021,74,10778,Inside,SawyerW,SLvl,7,6,1990,1991,HdBoard,460,286,Y,1061,1,0,1,1,1,4,0,2,462,114,36,0,0,0,0,7,2009,Normal,162000,1807,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,42,0.0,0.0,0.0,1.0,0.0,0.3833684923592955,1.0
334,801,906201050,66,19255,Inside,SawyerW,SLvl,6,5,1983,1983,Wd Sdng,70,450,Y,1338,0,0,1,1,2,5,1,2,576,0,0,0,0,0,0,9,2009,Normal,156500,1858,1.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,30,0.0,0.0,0.0,1.0,0.0,0.5607218665536493,1.0
335,802,906201130,79,12327,Inside,SawyerW,1.5Fin,8,8,1983,2009,Wd Sdng,1441,0,Y,2132,1,0,1,1,1,5,1,2,612,349,40,0,0,0,0,9,2009,Normal,316600,3573,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,64,0.0,0.0,0.0,1.0,0.0,0.3991811196319759,1.0
336,803,906203120,90,14684,CulDSac,SawyerW,1Story,7,7,1990,1991,HdBoard,485,177,Y,2196,0,0,2,0,3,7,1,3,701,84,70,0,0,0,0,6,2009,Normal,271900,2858,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,49,0.0,0.0,0.0,1.0,0.0,0.7768961121328175,0.0
337,804,906223060,75,9317,Inside,SawyerW,2Story,7,5,1993,1993,HdBoard,513,0,Y,1775,1,0,2,1,3,7,1,2,425,234,72,192,0,0,0,7,2009,Normal,213000,2288,3.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,35,0.0,0.0,0.0,1.0,0.0,0.46409557666629553,1.0
338,805,906223080,85,10560,Corner,SawyerW,2Story,7,5,1993,1994,VinylSd,474,0,Y,1879,1,0,2,1,3,8,1,2,473,400,100,144,0,0,0,8,2009,Normal,239900,2353,3.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,35,0.0,0.0,0.0,1.0,0.0,0.8994604356121272,0.0
339,806,906223210,80,9828,Inside,SawyerW,2Story,8,5,1995,1995,VinylSd,584,0,Y,2020,0,0,2,1,3,8,1,2,466,0,155,0,0,0,0,6,2009,Normal,239500,2604,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,40,0.0,0.0,0.0,1.0,0.0,0.895603028126061,0.0
340,820,906340110,79,10637,Inside,CollgCr,1Story,8,5,2007,2008,VinylSd,1288,0,Y,1718,1,0,2,0,3,7,1,3,826,208,44,0,0,0,0,9,2009,Normal,297000,3006,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,40,0.0,0.0,0.0,1.0,0.0,0.03716125129722059,1.0
341,821,906340120,61,10226,Inside,CollgCr,1Story,8,5,2008,2008,VinylSd,0,0,Y,1630,1,0,2,0,3,8,1,3,860,172,42,0,0,0,0,1,2009,Normal,295493,1630,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,40,0.0,0.0,0.0,1.0,0.0,0.26606164616532624,1.0
342,822,906340130,65,10816,Inside,CollgCr,1Story,9,5,2008,2008,VinylSd,1104,0,Y,1720,1,0,2,0,3,8,1,3,846,208,104,0,0,0,0,11,2009,Normal,332000,2824,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,45,0.0,0.0,0.0,1.0,0.0,0.08848967123776674,1.0
343,823,906378110,71,9178,Inside,CollgCr,1Story,8,5,2008,2008,VinylSd,0,0,Y,1468,0,0,2,0,3,6,1,3,904,192,142,0,0,0,0,6,2009,Normal,239900,1468,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,40,0.0,0.0,0.0,1.0,0.0,0.26454145717434585,1.0
344,824,906380050,68,10769,Inside,CollgCr,2Story,8,5,2007,2007,VinylSd,20,0,Y,1768,0,0,2,1,3,7,0,2,578,144,105,0,0,0,0,4,2009,Normal,212000,1788,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,40,0.0,0.0,0.0,1.0,0.0,0.03268140275031328,1.0
345,825,906380060,77,11422,Inside,CollgCr,1Story,8,5,2007,2008,VinylSd,1359,0,Y,1838,1,0,2,0,3,7,2,2,524,154,222,0,0,0,0,4,2009,Normal,272500,3197,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,40,0.0,0.0,0.0,1.0,0.0,0.965784260770306,0.0
346,826,906380100,122,11923,Corner,CollgCr,1Story,9,5,2007,2007,VinylSd,0,0,Y,1800,0,0,2,0,2,7,0,2,702,288,136,0,0,0,0,5,2009,Normal,239000,1800,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,45,0.0,0.0,0.0,1.0,0.0,0.8033723894041032,0.0
